Step,V2I_rate,V2V_Rate,V2V_success,Remaining_V2V_payload
5,"1.46,1.0,1.23,1.1","0.6,0.97,0.78,0.91",0.0,"38591.06,38690.52,39136.9,39375.95"
6,"1.61,1.17,1.46,1.0","0.56,0.81,0.53,1.0",0.0,"38027.96,37881.78,38610.04,38374.45"
7,"2.46,8.05,1.06,1.78","0.28,0.0,0.76,0.5",0.0,"37744.38,37881.78,37853.95,37878.93"
8,"1.34,1.4,1.27,1.49","0.72,0.66,0.65,0.63",0.0,"37020.58,37221.18,37200.02,37246.56"
9,"1.3,2.3,3.52,13.75","0.74,0.25,0.04,0.0",0.0,"36278.18,36970.13,37157.73,37246.56"
10,"1.7,0.99,1.41,1.6","0.52,0.39,0.57,0.58",0.0,"35762.44,36578.24,36592.61,36670.31"
11,"1.25,1.82,1.0,1.59","0.78,0.46,0.8,0.58",0.0,"34982.93,36116.42,35795.28,36086.71"
12,"1.0,1.67,1.14,3.21","0.98,0.53,0.81,0.16",0.0,"34001.9,35582.91,34980.88,35922.69"
13,"1.93,1.09,1.21,10.75","0.43,0.77,0.75,0.0",0.0,"33572.04,34811.89,34233.81,35922.69"
14,"1.23,1.0,2.29,2.17","0.79,0.98,0.14,0.36",0.0,"32780.54,33835.77,34093.74,35562.15"
15,"3.77,1.24,0.84,1.6","0.11,0.71,0.99,0.58",0.0,"32674.27,33125.39,33100.78,34985.44"
16,"6.1,1.3,3.14,4.54","0.01,0.68,0.0,0.06",0.0,"32659.61,32449.18,33100.78,34921.93"
17,"1.35,1.94,1.32,16.51","0.71,0.39,0.57,0.0",0.0,"31954.2,32060.82,32526.73,34921.93"
18,"8.9,1.62,0.98,3.32","0.0,0.53,1.0,0.15",0.0,"31954.2,31530.98,31528.21,34770.35"
19,"1.0,2.02,2.06,1.35","0.57,0.38,0.24,0.71",0.0,"31387.81,31154.86,31293.06,34055.8"
20,"1.77,2.2,0.76,1.04","0.5,0.34,0.96,0.96",0.0,"30891.34,30817.59,30334.59,33097.95"
21,"9.73,3.65,0.94,4.14","0.0,0.08,0.72,0.08",0.0,"30891.34,30735.19,29617.83,33014.48"
22,"1.84,1.04,1.27,12.68","0.43,0.94,0.65,0.0",0.0,"30461.87,29792.34,28963.02,33014.48"
23,"4.97,9.52,2.18,1.05","0.0,0.0,0.31,0.95",0.0,"30461.87,29792.34,28650.16,32061.9"
24,"1.07,1.05,1.55,1.0","0.92,0.92,0.2,1.0",0.0,"29537.64,28876.97,28451.48,31061.24"
25,"1.37,1.03,3.24,1.16","0.69,0.95,0.0,0.86",0.0,"28845.71,27930.63,28451.48,30202.03"
26,"4.0,2.58,0.99,1.95","0.09,0.25,0.75,0.43",0.0,"28755.82,27685.58,27704.43,29770.85"
27,"1.23,1.4,1.15,1.55","0.79,0.67,0.72,0.6",0.0,"27962.72,27011.74,26987.29,29166.87"
28,"0.99,1.0,0.97,15.53","1.0,0.87,0.99,0.0",0.0,"26964.24,26146.12,25993.56,29166.87"
29,"9.32,1.5,2.61,1.0","0.0,0.62,0.24,1.0",0.0,"26964.24,25525.1,25750.71,28165.29"
30,"1.0,1.1,1.0,2.21","1.0,0.9,0.95,0.35",0.0,"25967.23,24626.33,24805.08,27813.35"
31,"1.0,1.29,0.99,1.39","0.95,0.74,0.97,0.69",0.0,"25013.8,23885.67,23832.33,27125.24"
32,"1.0,1.3,1.37,1.48","0.99,0.61,0.62,0.64",0.0,"24027.79,23272.59,23215.08,26483.03"
33,"1.75,1.87,3.24,3.29","0.34,0.45,0.11,0.16",0.0,"23683.05,22817.83,23108.06,26327.91"
34,"3.57,2.9,2.05,1.48","0.12,0.19,0.38,0.64",0.0,"23563.9,22628.15,22732.07,25687.36"
35,"9.3,1.43,1.64,1.76","0.0,0.63,0.52,0.5",0.0,"23563.9,22000.01,22216.71,25184.97"
36,"1.18,1.73,0.02,1.07","0.84,0.51,0.69,0.93",0.0,"22727.98,21486.74,21523.21,24256.4"
37,"1.09,3.41,0.98,2.59","0.91,0.13,0.99,0.26",0.0,"21817.96,21356.9,20528.77,23995.48"
38,"7.7,1.06,2.55,1.09","0.0,0.49,0.22,0.92",0.0,"21817.96,20865.08,20313.54,23080.37"
39,"1.16,2.68,1.39,2.82","0.72,0.23,0.56,0.22",0.0,"21102.85,20631.99,19751.49,22860.93"
40,"0.99,1.12,1.94,1.99","0.97,0.58,0.0,0.42",0.0,"20134.01,20049.49,19751.49,22442.94"
41,"1.08,0.99,4.6,1.07","0.92,0.6,0.0,0.92",0.0,"19216.18,19451.54,19751.49,21518.95"
42,"1.16,2.65,0.76,1.46","0.85,0.23,0.24,0.65",0.0,"18364.39,19222.18,19511.94,20867.39"
43,"2.89,2.13,1.54,2.38","0.2,0.36,0.48,0.31",0.0,"18160.3,18865.49,19027.24,20559.77"
44,"1.09,2.62,0.88,12.56","0.9,0.24,0.99,0.0",0.0,"17259.68,18626.46,18032.65,20559.77"
45,"1.67,4.36,3.59,15.35","0.54,0.07,0.0,0.0",0.0,"16722.8,18556.78,18032.65,20559.77"
46,"1.32,2.88,0.95,1.4","0.74,0.2,0.91,0.69",0.0,"15985.68,18360.11,17123.51,19874.74"
47,"3.61,0.99,1.52,1.23","0.0,0.94,0.22,0.8",0.0,"15985.68,17421.31,16903.36,19073.76"
48,"1.29,1.24,1.48,2.78","0.75,0.79,0.42,0.23",0.0,"15233.55,16634.32,16480.61,18847.72"
49,"2.79,8.06,1.13,1.84","0.22,0.0,0.79,0.47",0.0,"15010.54,16634.32,15686.67,18376.37"
50,"1.42,1.0,2.38,14.68","0.67,0.95,0.27,0.0",0.0,"14338.13,15687.4,15419.75,18376.37"
51,"2.21,10.0,3.22,1.78","0.35,0.0,0.03,0.5",0.0,"13992.68,15687.4,15388.51,17878.61"
52,"2.63,1.05,1.76,15.48","0.23,0.94,0.47,0.0",0.0,"13760.16,14751.56,14917.7,17878.61"
53,"1.39,3.21,2.04,1.39","0.69,0.16,0.36,0.69",0.0,"13073.92,14591.37,14559.2,17188.19"
54,"1.29,1.15,1.1,1.43","0.74,0.83,0.86,0.67",0.0,"12337.55,13763.94,13696.73,16521.73"
55,"1.61,9.37,1.02,2.64","0.56,0.0,0.89,0.25",0.0,"11781.38,13763.94,12803.15,16270.18"
56,"7.81,9.17,0.81,3.52","0.0,0.0,0.79,0.13",0.0,"11781.38,13763.94,12012.4,16138.51"
57,"1.0,1.52,2.32,2.17","1.0,0.35,0.27,0.36",0.0,"10784.12,13409.77,11745.77,15775.74"
58,"1.54,2.71,1.28,1.19","0.6,0.23,0.63,0.83",0.0,"10183.1,13177.5,11115.83,14943.34"
59,"1.64,0.99,0.99,1.0","0.54,0.97,0.99,1.0",0.0,"9638.63,12210.62,10121.92,13941.69"
60,"2.97,1.84,2.52,1.15","0.19,0.47,0.23,0.86",0.0,"9451.29,11744.17,9892.89,13079.5"
61,"2.44,7.17,2.07,2.01","0.29,0.0,0.28,0.41",0.0,"9159.67,11744.17,9610.55,12667.69"
62,"1.19,1.47,1.59,12.24","0.82,0.35,0.51,0.0",0.0,"8335.48,11393.82,9100.39,12667.69"
63,"1.0,6.53,1.8,2.39","0.97,0.0,0.41,0.3",0.0,"7361.42,11393.82,8695.28,12362.89"
64,"2.2,1.21,0.99,1.09","0.33,0.72,0.99,0.91",0.0,"7027.51,10671.85,7703.67,11448.38"
65,"1.47,1.22,1.25,1.3","0.64,0.78,0.76,0.75",0.0,"6387.33,9896.77,6946.05,10696.22"
66,"4.37,1.62,1.21,1.76","0.07,0.56,0.8,0.5",0.0,"6318.27,9341.05,6141.06,10193.7"
67,"3.61,1.19,0.88,1.28","0.0,0.79,0.86,0.77",0.0,"6318.27,8555.47,5279.92,9427.05"
68,"1.57,3.33,1.2,13.29","0.57,0.11,0.77,0.0",0.0,"5743.28,8443.28,4510.43,9427.05"
69,"7.92,7.96,1.27,3.4","0.0,0.0,0.76,0.14",0.0,"5743.28,8443.28,3754.24,9283.46"
70,"2.21,1.44,1.38,13.64","0.35,0.65,0.65,0.0",0.0,"5398.03,7796.21,3102.97,9283.46"
71,"1.96,1.06,0.72,2.5","0.42,0.93,0.63,0.28",0.0,"4973.66,6866.95,2476.69,9003.0"
72,"1.68,2.15,0.88,15.13","0.53,0.36,0.85,0.0",0.0,"4439.89,6507.62,1626.78,9003.0"
73,"9.47,3.13,6.0,13.7","0.0,0.17,0.0,0.0",0.0,"4439.89,6340.31,1626.78,9003.0"
74,"7.5,1.05,3.54,2.08","0.01,0.72,0.11,0.38",0.0,"4434.14,5624.62,1518.91,8627.91"
75,"2.94,0.99,6.76,1.29","0.2,0.97,0.0,0.76",0.0,"4236.6,4652.02,1518.91,7867.95"
76,"3.46,2.46,2.58,1.46","0.13,0.27,0.22,0.65",0.0,"4105.48,4380.55,1295.6,7216.18"
77,"2.99,0.96,0.98,1.58","0.19,0.98,0.87,0.59",0.0,"3915.42,3402.1,426.65,6631.04"
78,"1.73,2.25,4.31,1.08","0.5,0.29,0.0,0.92",0.0,"3411.67,3116.14,426.65,5711.14"
79,"1.48,7.95,1.4,1.35","0.64,0.0,0.63,0.72",0.25,"2773.99,3116.14,0.0,4995.22"
80,"1.3,1.32,4.21,1.13","0.74,0.73,0.0,0.88",0.25,"2030.49,2383.66,0.0,4114.89"
81,"1.49,1.01,5.12,1.95","0.63,0.91,0.0,0.43",0.25,"1402.89,1472.93,0.0,3682.19"
82,"2.31,1.15,5.31,1.02","0.32,0.85,0.0,0.98",0.25,"1081.42,622.12,0.0,2700.62"
83,"3.77,1.32,0.88,1.04","0.1,0.72,0.0,0.96",0.5,"986.37,0.0,0.0,1744.18"
84,"1.42,9.52,6.58,1.65","0.55,0.0,0.0,0.55",0.5,"436.51,0.0,0.0,1189.68"
85,"9.31,9.33,5.98,2.33","0.0,0.0,0.0,0.32",0.5,"436.51,0.0,0.0,868.97"
86,"1.37,4.49,3.68,1.02","0.7,0.0,0.0,0.98",1.0,"0.0,0.0,0.0,0.0"
87,"7.76,5.67,3.94,15.29","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"9.96,9.35,3.36,15.08","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"4.57,10.07,4.51,7.16","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"8.74,8.16,2.08,13.31","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"8.9,7.91,4.81,13.66","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"7.99,8.01,3.45,11.42","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"8.75,4.9,1.72,13.52","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"8.84,7.95,2.71,15.62","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"3.67,7.31,2.93,13.78","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"10.07,8.5,4.0,14.44","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"6.67,7.57,2.57,14.03","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"9.47,7.66,1.53,14.95","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"9.05,8.86,2.62,13.37","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.0,1.26,1.49,1.42","0.99,0.76,0.38,0.67",0.0,"41410.86,41637.22,42016.01,41725.82"
1,"1.24,4.94,1.07,1.8","0.79,0.05,0.77,0.49",0.0,"40622.62,41591.8,41241.07,41236.0"
2,"3.08,1.17,1.39,3.66","0.08,0.84,0.6,0.12",0.0,"40545.04,40753.71,40640.1,41116.92"
3,"1.0,1.15,3.12,3.66","0.98,0.85,0.0,0.12",0.0,"39569.29,39906.3,40640.1,40998.05"
4,"1.5,0.97,1.64,1.0","0.62,0.49,0.5,1.0",0.0,"38952.5,39417.22,40140.59,39996.54"
5,"1.0,1.4,1.34,2.65","1.0,0.6,0.68,0.25",0.0,"37952.96,38820.68,39462.8,39747.1"
6,"1.46,1.7,0.95,1.04","0.63,0.49,0.97,0.96",0.0,"37323.38,38328.8,38493.14,38783.58"
7,"1.58,9.32,0.32,1.2","0.58,0.0,0.63,0.82",0.0,"36743.24,38328.8,37859.82,37962.14"
8,"1.89,1.0,0.99,14.8","0.45,0.84,1.0,0.0",0.0,"36293.03,37485.25,36862.02,37962.14"
9,"2.39,2.73,1.1,1.0","0.3,0.23,0.86,1.0",0.0,"35990.93,37256.67,36002.58,36960.91"
10,"9.49,1.67,2.62,2.66","0.0,0.53,0.14,0.25",0.0,"35990.93,36729.73,35860.15,36713.09"
11,"8.5,1.18,1.21,1.87","0.0,0.79,0.75,0.46",0.0,"35990.93,35941.09,35106.43,36252.89"
12,"2.66,1.23,1.31,1.0","0.18,0.48,0.7,1.0",0.0,"35812.75,35458.37,34409.98,35251.39"
13,"1.76,1.38,1.96,2.27","0.49,0.69,0.4,0.33",0.0,"35320.47,34770.69,34010.17,34916.55"
14,"3.47,0.98,1.06,4.75","0.12,0.96,0.9,0.0",0.0,"35196.57,33811.61,33113.13,34916.55"
15,"1.14,1.27,1.64,14.6","0.84,0.76,0.48,0.0",0.0,"34356.22,33054.67,32634.93,34916.55"
16,"4.44,1.02,5.08,1.29","0.0,0.97,0.0,0.76",0.0,"34356.22,32083.51,32634.93,34158.22"
17,"2.68,2.4,1.45,1.31","0.15,0.28,0.53,0.75",0.0,"34209.06,31799.49,32104.33,33411.66"
18,"1.14,1.23,6.48,1.9","0.87,0.78,0.0,0.45",0.0,"33341.54,31016.92,32104.33,32960.5"
19,"7.99,2.76,0.97,1.0","0.0,0.2,0.99,1.0",0.0,"33341.54,30819.24,31110.8,31959.14"
20,"1.79,1.09,2.11,1.63","0.47,0.88,0.2,0.56",0.0,"32871.93,29935.0,30915.79,31394.62"
21,"7.7,1.21,1.02,1.14","0.0,0.78,0.93,0.87",0.0,"32871.93,29151.38,29983.94,30527.26"
22,"1.04,1.09,1.36,3.89","0.95,0.91,0.49,0.1",0.0,"31920.45,28246.01,29492.93,30426.47"
23,"3.84,1.84,1.42,2.51","0.02,0.04,0.38,0.28",0.0,"31899.38,28204.75,29110.85,30149.1"
24,"1.36,2.43,2.41,1.22","0.68,0.29,0.11,0.81",0.0,"31219.08,27911.47,28997.82,29340.57"
25,"1.03,1.12,1.42,1.24","0.91,0.86,0.65,0.79",0.0,"30309.29,27046.91,28351.95,28549.5"
26,"1.13,3.14,1.22,1.23","0.86,0.12,0.76,0.8",0.0,"29448.93,26926.2,27596.21,27750.16"
27,"2.07,0.99,0.98,1.06","0.38,1.0,0.97,0.94",0.0,"29064.95,25928.97,26622.4,26810.18"
28,"1.8,1.16,1.23,1.08","0.44,0.75,0.77,0.92",0.0,"28622.63,25175.35,25848.13,25887.88"
29,"1.22,1.0,1.59,2.05","0.8,0.99,0.51,0.4",0.0,"27819.64,24180.56,25340.02,25489.17"
30,"1.35,1.09,1.78,1.58","0.69,0.83,0.35,0.59",0.0,"27131.32,23352.46,24989.62,24901.48"
31,"1.1,1.45,3.87,1.37","0.9,0.61,0.0,0.7",0.0,"26231.13,22737.55,24989.62,24198.48"
32,"1.41,1.78,0.99,1.46","0.68,0.48,0.99,0.65",0.0,"25555.51,22255.13,24002.85,23551.44"
33,"1.37,1.14,1.23,1.89","0.69,0.82,0.66,0.45",0.0,"24869.87,21430.44,23340.99,23098.24"
34,"1.87,8.83,4.68,1.37","0.45,0.0,0.0,0.7",0.0,"24416.19,21430.44,23340.99,22394.14"
35,"2.16,1.59,2.97,1.5","0.36,0.52,0.1,0.63",0.0,"24056.3,20914.18,23243.82,21768.18"
36,"1.54,1.44,2.37,12.49","0.59,0.62,0.0,0.0",0.0,"23463.57,20289.29,23243.82,21768.18"
37,"2.26,2.67,1.4,13.3","0.28,0.22,0.64,0.0",0.0,"23186.04,20070.2,22605.72,21768.18"
38,"1.67,1.26,1.64,1.68","0.51,0.74,0.0,0.54",0.0,"22678.95,19330.25,22605.72,21229.23"
39,"1.42,2.58,0.66,2.0","0.67,0.24,0.9,0.42",0.0,"22011.1,19094.69,21707.33,20812.64"
40,"0.99,1.04,1.2,3.51","0.99,0.91,0.53,0.13",0.0,"21025.42,18179.88,21173.23,20680.47"
41,"2.08,4.26,2.05,1.38","0.36,0.07,0.33,0.7",0.0,"20668.31,18114.45,20845.73,19982.22"
42,"2.74,2.14,0.99,1.01","0.21,0.31,0.97,0.99",0.0,"20459.8,17808.07,19876.22,18988.69"
43,"1.52,1.23,4.4,1.11","0.62,0.58,0.01,0.9",0.0,"19843.14,17231.92,19863.45,18092.0"
44,"1.84,0.99,2.77,1.09","0.46,0.92,0.13,0.92",0.0,"19385.26,16311.57,19732.23,17175.37"
45,"1.63,1.22,1.15,2.31","0.52,0.78,0.81,0.32",0.0,"18860.35,15527.45,18923.11,16850.66"
46,"1.0,1.08,1.91,5.03","0.97,0.92,0.32,0.04",0.0,"17889.99,14611.06,18600.1,16805.8"
47,"1.14,1.52,1.34,1.5","0.86,0.59,0.57,0.63",0.0,"17025.16,14023.74,18028.23,16176.8"
48,"1.51,1.4,1.63,16.06","0.62,0.58,0.54,0.0",0.0,"16409.91,13443.54,17492.23,16176.8"
49,"1.0,1.05,1.01,1.23","0.91,0.92,0.91,0.8",0.0,"15501.57,12521.86,16583.53,15373.44"
50,"1.58,2.55,1.53,1.56","0.57,0.25,0.49,0.6",0.0,"14932.18,12271.19,16096.33,14774.45"
51,"1.23,1.56,0.92,3.25","0.66,0.52,0.9,0.16",0.0,"14271.68,11755.29,15199.33,14614.16"
52,"2.46,0.91,1.46,10.49","0.28,0.84,0.6,0.0",0.0,"13993.27,10919.15,14599.87,14614.16"
53,"1.0,4.68,1.52,1.0","0.99,0.05,0.58,0.98",0.0,"13002.04,10865.86,14017.48,13630.21"
54,"2.13,1.0,1.64,1.0","0.35,0.97,0.52,1.0",0.0,"12654.37,9895.9,13493.63,12629.28"
55,"1.31,1.28,0.99,1.25","0.74,0.75,0.98,0.79",0.0,"11911.78,9141.94,12508.78,11841.79"
56,"3.59,1.03,1.72,3.51","0.12,0.96,0.41,0.13",0.0,"11789.42,8178.35,12101.08,11709.78"
57,"10.14,2.14,1.15,1.22","0.0,0.34,0.37,0.81",0.0,"11789.42,7836.96,11726.78,10898.76"
58,"7.23,1.33,1.18,2.22","0.0,0.72,0.82,0.35",0.0,"11789.42,7120.7,10908.43,10551.66"
59,"2.13,1.34,1.34,1.07","0.36,0.68,0.69,0.93",0.0,"11426.73,6441.11,10219.23,9621.66"
60,"1.42,1.08,0.98,1.35","0.67,0.9,1.0,0.72",0.0,"10761.27,5542.98,9221.9,8905.35"
61,"1.65,3.21,1.16,1.23","0.55,0.12,0.46,0.8",0.0,"10214.87,5427.9,8763.91,8107.53"
62,"1.15,1.56,3.82,1.29","0.84,0.58,0.04,0.76",0.0,"9371.74,4846.57,8724.86,7347.96"
63,"1.88,0.99,1.48,2.29","0.44,0.94,0.49,0.33",0.0,"8930.52,3907.99,8231.56,7018.33"
64,"8.27,1.77,0.88,1.6","0.0,0.49,0.95,0.58",0.0,"8930.52,3418.16,7282.15,6443.16"
65,"2.23,2.14,1.26,1.06","0.29,0.36,0.75,0.94",0.0,"8642.75,3055.94,6529.59,5504.49"
66,"9.79,1.75,0.97,1.92","0.0,0.5,1.0,0.44",0.0,"8642.75,2554.01,5529.61,5062.87"
67,"1.47,1.89,1.23,1.15","0.62,0.37,0.76,0.86",0.0,"8017.93,2188.61,4766.92,4201.22"
68,"1.43,1.0,1.56,1.97","0.38,0.98,0.55,0.42",0.0,"7637.98,1209.31,4212.33,3777.39"
69,"1.52,0.99,1.03,1.4","0.61,0.86,0.67,0.69",0.0,"7031.06,346.33,3538.17,3091.62"
70,"1.44,4.75,1.4,1.48","0.65,0.02,0.67,0.64",0.0,"6385.0,327.78,2865.83,2449.88"
71,"1.49,1.63,1.07,1.63","0.63,0.55,0.88,0.56",0.25,"5752.57,0.0,1982.13,1885.75"
72,"2.87,1.1,1.92,2.09","0.16,0.0,0.13,0.39",0.25,"5587.9,0.0,1847.61,1499.69"
73,"1.04,6.76,2.44,1.0","0.94,0.0,0.0,1.0",0.25,"4644.08,0.0,1847.61,498.2"
74,"1.45,10.42,1.76,14.22","0.59,0.0,0.47,0.0",0.25,"4055.78,0.0,1379.21,498.2"
75,"1.19,7.9,0.96,2.14","0.82,0.0,0.98,0.37",0.25,"3238.64,0.0,402.07,127.27"
76,"1.88,7.05,0.6,1.15","0.45,0.0,1.0,0.86",0.75,"2790.73,0.0,0.0,0.0"
77,"1.65,6.97,5.65,13.84","0.47,0.0,0.0,0.0",0.75,"2323.39,0.0,0.0,0.0"
78,"1.0,10.38,4.46,10.41","0.99,0.0,0.0,0.0",0.75,"1330.49,0.0,0.0,0.0"
79,"7.61,8.94,5.2,15.63","0.0,0.0,0.0,0.0",0.75,"1330.49,0.0,0.0,0.0"
80,"7.08,9.85,2.84,11.71","0.0,0.0,0.0,0.0",0.75,"1330.49,0.0,0.0,0.0"
81,"2.26,11.12,4.58,9.28","0.33,0.0,0.0,0.0",0.75,"998.7,0.0,0.0,0.0"
82,"0.89,7.88,5.24,12.92","0.93,0.0,0.0,0.0",0.75,"65.51,0.0,0.0,0.0"
83,"1.22,9.52,5.44,12.16","0.8,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
84,"6.17,8.62,0.21,13.62","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
85,"10.15,8.26,3.36,13.49","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
86,"8.32,9.1,1.98,15.41","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
87,"7.43,9.78,4.66,13.46","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
88,"10.6,9.03,5.82,14.46","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
89,"4.13,9.67,5.88,12.8","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
90,"7.89,9.51,6.38,14.47","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
91,"9.66,8.79,1.33,13.76","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
92,"7.0,9.28,4.34,14.06","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
93,"6.7,6.11,5.04,16.06","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
94,"10.07,3.23,3.37,14.68","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
95,"10.6,9.59,3.82,13.84","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
96,"6.43,8.82,0.56,13.7","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
97,"3.37,9.61,4.96,14.37","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
98,"7.27,5.39,5.63,14.14","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
99,"9.02,9.07,3.75,14.4","0.0,0.0,0.0,0.0",1.0,"0.0,0.0,0.0,0.0"
0,"1.31,1.86,1.1,1.01","0.73,0.45,0.85,0.99",0.0,"41672.05,41947.18,41552.55,41411.81"
1,"1.73,1.45,1.07,1.0","0.5,0.65,0.86,1.0",0.0,"41168.04,41300.84,40692.89,40410.47"
2,"1.72,1.43,1.42,1.0","0.24,0.67,0.65,1.0",0.0,"40932.6,40635.82,40041.34,39408.84"
3,"1.53,2.25,0.54,1.42","0.6,0.32,1.0,0.67",0.0,"40334.89,40320.16,39043.69,38736.63"
4,"2.09,1.27,1.06,1.0","0.38,0.76,0.85,1.0",0.0,"39959.85,39564.2,38191.14,37735.03"
5,"1.0,1.88,1.86,2.35","0.97,0.38,0.37,0.31",0.0,"38994.48,39181.47,37824.36,37420.6"
6,"1.5,2.26,1.36,1.0","0.62,0.26,0.62,1.0",0.0,"38370.3,38924.66,37202.49,36420.13"
7,"1.24,1.08,1.49,1.0","0.79,0.92,0.24,1.0",0.0,"37581.21,38006.37,36963.55,35419.09"
8,"1.01,0.93,1.01,2.94","0.95,0.98,0.78,0.2",0.0,"36630.01,37025.21,36179.16,35218.21"
9,"2.0,1.81,1.11,1.58","0.39,0.47,0.84,0.59",0.0,"36241.51,36553.81,35334.31,34629.8"
10,"2.13,2.35,1.26,3.93","0.36,0.31,0.65,0.1",0.0,"35878.69,36245.71,34680.87,34532.18"
11,"2.42,1.05,1.53,11.68","0.28,0.46,0.54,0.0",0.0,"35601.93,35787.21,34142.24,34532.18"
12,"1.78,1.18,2.18,1.37","0.43,0.83,0.31,0.71",0.0,"35170.23,34955.4,33829.5,33825.76"
13,"1.0,1.29,1.23,2.42","0.93,0.69,0.78,0.3",0.0,"34241.49,34261.67,33051.75,33526.44"
14,"1.4,1.9,2.02,1.41","0.68,0.21,0.29,0.68",0.0,"33565.53,34049.09,32758.58,32847.92"
15,"1.28,1.68,1.21,1.64","0.73,0.53,0.77,0.55",0.0,"32830.97,33515.68,31984.73,32296.03"
16,"1.85,1.24,1.05,1.18","0.46,0.79,0.67,0.84",0.0,"32372.74,32729.39,31318.09,31460.64"
17,"3.29,1.71,1.48,1.15","0.12,0.52,0.56,0.86",0.0,"32251.22,32212.91,30753.67,30599.27"
18,"1.0,1.82,1.43,2.44","0.99,0.45,0.11,0.29",0.0,"31261.36,31761.05,30643.87,30304.84"
19,"2.17,1.38,1.45,4.39","0.35,0.52,0.52,0.07",0.0,"30908.6,31239.0,30125.83,30235.2"
20,"6.0,1.07,1.63,1.51","0.02,0.87,0.54,0.62",0.0,"30888.6,30371.99,29585.02,29611.49"
21,"1.74,2.19,0.96,2.23","0.51,0.34,0.89,0.35",0.0,"30380.46,30031.85,28690.81,29264.95"
22,"2.66,9.96,1.11,1.75","0.23,0.0,0.65,0.51",0.0,"30149.96,30031.85,28037.82,28758.03"
23,"2.33,1.69,1.99,14.53","0.31,0.52,0.36,0.0",0.0,"29843.91,29508.32,27682.81,28758.03"
24,"3.53,1.37,1.53,3.35","0.13,0.67,0.52,0.15",0.0,"29718.44,28836.0,27162.74,28608.85"
25,"1.32,4.1,1.26,1.11","0.71,0.06,0.76,0.9",0.0,"29007.14,28775.76,26402.13,27708.56"
26,"1.21,1.09,3.58,1.11","0.81,0.91,0.0,0.9",0.0,"28194.32,27865.54,26402.13,26808.98"
27,"1.36,1.14,1.19,3.25","0.67,0.85,0.81,0.16",0.0,"27524.48,27016.07,25592.6,26649.73"
28,"2.26,8.6,1.73,1.0","0.33,0.0,0.41,1.0",0.0,"27197.82,27016.07,25180.58,25648.11"
29,"1.83,1.7,1.51,1.23","0.45,0.52,0.1,0.8",0.0,"26752.59,26495.41,25080.05,24850.15"
30,"1.0,1.03,0.91,1.22","1.0,0.94,0.99,0.81",0.0,"25755.1,25554.43,24090.38,24038.4"
31,"1.5,1.74,4.22,1.27","0.63,0.32,0.0,0.77",0.0,"25129.83,25232.36,24090.38,23264.37"
32,"1.0,10.48,0.99,1.0","0.96,0.0,0.95,1.0",0.0,"24166.01,25232.36,23138.55,22262.85"
33,"1.64,1.88,0.98,1.05","0.53,0.44,1.0,0.95",0.0,"23632.67,24789.31,22143.23,21310.01"
34,"1.94,2.08,1.45,1.68","0.43,0.37,0.44,0.54",0.0,"23198.9,24416.08,21701.67,20772.15"
35,"1.0,1.71,1.13,1.77","1.0,0.48,0.8,0.5",0.0,"22199.7,23938.38,20900.81,20271.32"
